Order No,Order Date,Customer Name,Address,City,State,Customer Type,Account Manager,Order Priority,Product Name,Product Category,Product Container,Ship Mode,Ship Date,Cost Price,Retail Price,Profit Margin,Order Quantity,Sub Total,Discount %,Discount $,Order Total,Shipping Cost,Total
5465-1,2014-01-04,Saphhira Shifley,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Corporate,Preston Senome,Low,PastelOcean Color Pencil Set,office supplies,Small Box,Express Air,2014-01-05,11.11,19.84,8.73,42.0,48.6,1.0,4.4,45.5,4.1,46.63
5465-1,2014-02-23,Chad McGuire,"81 MacLeay St,Potts Point",Sydney,NSW,Consumer,Samantha Chairs,High,Artisan Hi-Liter Fluorescent Desk Style Markers,technology,Small Box,Regular Air,2014-02-25,1.76,3.38,1.62,13.0,65.54,3.0,0.92,62.16,0.85,64.22
5465-1,2015-04-23,Mike Kennedy,"99 Lygon Street,East Brunswick",Melbourne,VIC,Corporate,Connor Betts,High,1726 Digital Answering Machine,office supplies,Small Box,Regular Air,2015-04-23,8.82,20.99,12.17,41.0,37.58,7.0,2.53,26.63,4.81,37.64
5467-1,2016-03-06,Robert Marley,"211/25-29 Dixon St,Haymarket",Sydney,NSW,Consumer,Preston Senome,Medium,Binder Posts,office supplies,Small Box,Regular Air,2016-03-07,3.5,5.74,2.24,19.0,4.16,0.0,0.04,4.22,5.01,46.85
5467-1,2015-10-31,Gary Zandusky,"Shop 1, 186-190 Church Street,Parramatta;46a Macleay Street,Potts Point",Sydney,NSW,Small Business,Mihael Khan,Low,Artisan 479 Labels,office supplies,Wrap Bag,Regular Air,2015-10-31,1.59,2.61,1.02,48.0,58.52,7.0,5.45,50.47,0.5,53.62
5467-1,2014-04-11,Brenda Bowman,"61 York St,Sydney",Sydney,NSW,Corporate,Leighton Forrest,Not Specified,12 Colored Short Pencils,office supplies,Small Box,Express Air,2014-04-12,1.09,2.6,1.51,46.0,5.2,1.0,0.16,5.04,2.4,7.44
5467-2,2013-07-27,Jesus Ocampo,"60 Commercial Rd,Prahran",Melbourne,VIC,Corporate,Yvette Biti,Medium,EcoTones Memo Sheets,office supplies,Small Pack,Regular Air,2013-07-29,2.52,4.0,1.48,8.0,436.2,3.0,33.07,422.1,1.3,410.43
5468-1,2013-09-23,Magdelene Morse,"53 Riley Street,Woolloomooloo",Sydney,NSW,Home Office,Tina Carlton,Low,Smiths Pushpins,furniture,Large Box,Regular Air,2013-09-22,0.94,1.88,0.94,25.0,63.84,7.0,4.36,59.34,0.79,60.43
5469-1,2014-07-24,Sonia Sunley,"1/50-58 Hunter St,Sydney",Sydney,NSW,Corporate,Preston Senome,Critical,Artisan Poly Binder Pockets,office supplies,Small Box,Regular Air,2014-07-26,2.26,3.58,1.32,19.0,139.8,0.0,5.69,126.01,5.47,138.0
5469-1,2014-02-25,Dearre Gonne,"412 Brunswick St,Fitzroy",Melbourne,VIC,Small Business,Connor Betts,Medium,Artisan 48 Labels,office supplies,Small Box,Regular Air,2014-02-26,3.84,6.3,2.46,34.0,220.84,7.0,6.02,219.5,0.5,213.69
5469-1,2013-06-15,Steve Nguyen,"61 York St,Sydney",Sydney,NSW,Small Business,Leighton Forrest,Medium,Bagged Rubber Bands,office supplies,Small Box,Express Air,2013-06-16,0.24,1.26,1.02,27.0,125.46,10.0,125.34,122.16,0.7,125.55
5469-1,2014-11-30,Lena Creighton,"127 Liverpool St,Sydney",Sydney,NSW,Small Business,Samantha Chairs,High,Bagged Rubber Bands,office supplies,Wrap Bag,Regular Air,2014-12-02,0.24,1.26,1.02,41.0,45.6,2.0,6.2,49.5,0.7,40.63
5470-1,2014-09-17,Bart Watters,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Corporate,Nicholas Fernandes,Critical,"Alto Parchment Paper, Assorted Colors",office supplies,Wrap Bag,Express Air,2014-09-18,4.59,7.28,2.69,35.0,80.11,9.0,5.64,76.49,11.15,83.68
5470-1,2014-04-17,Dean Percer,"212 Barkly St,St Kilda",Sydney,NSW,Home Office,Natasha Song,Critical,"Alto Parchment Paper, Assorted Colors",office supplies,Small Box,Regular Air,2014-04-18,4.59,7.28,2.69,9.0,80.08,9.0,5.61,74.47,11.15,85.62
5470-1,2015-08-14,Justin Knight,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Corporate,Nicholas Fernandes,High,Artisan Poly Binder Pockets,office supplies,Small Pack,Regular Air,2015-08-23,2.26,3.58,1.32,11.0,303.96,3.0,14.59,294.51,5.47,293.59
5470-1,2014-02-15,Brad Thomas,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Corporate,Tina Carlton,High,Artisan Poly Binder Pockets,office supplies,Wrap Bag,Express Air,2014-02-16,2.26,3.58,1.32,28.0,12.2,4.0,1.22,12.3,5.47,13.75
5470-1,2014-09-22,Gary Hansen,"273 George Street,Sydney",Sydney,NSW,Home Office,Leighton Forrest,Medium,"Alto Parchment Paper, Assorted Colors",office supplies,Wrap Bag,Express Air,2014-09-29,4.59,7.28,2.69,6.0,81.58,1.0,5.61,74.47,11.15,85.62
5470-1,2013-03-23,Thais Sissman,"53-55 Liverpool St,Sydney",Sydney,NSW,Consumer,Tina Carlton,High,Steady Liquid Accent Highlighters,office supplies,Small Box,Regular Air,2013-03-26,3.47,6.68,3.21,7.0,53.94,9.0,0.67,53.06,1.5,54.68
5470-1,2015-08-23,Roynn Steel,"2/797 Botany Rd,Rosebery",Sydney,NSW,Corporate,Samantha Chairs,Low,"Alto Parchment Paper, Assorted Colors",office supplies,Wrap Bag,Regular Air,2015-08-30,4.59,7.28,2.69,42.0,43.68,8.0,2.69,40.71,11.15,45.76
5470-1,2014-02-25,Peel Thomas,"60 Commercial Rd,Prahran",Melbourne,VIC,Corporate,Yvette Biti,Medium,Artisan Hanging File Binders,office supplies,Small Box,Express Air,2014-02-26,3.65,5.98,2.33,22.0,220.2,1.0,6.02,216.8,1.49,213.19
5470-1,2014-04-17,Greg Guthrie,"523 King St,Newtown",Sydney,NSW,Home Office,Aanya Zhang,Low,"Alto Parchment Paper, Assorted Colors",office supplies,Small Box,Regular Air,2014-04-19,4.59,7.28,2.69,6.0,80.08,10.0,5.61,74.47,11.15,85.62
5471-1,2014-02-25,Trady Freenar,"99 Lygon Street,East Brunswick",Melbourne,VIC,Corporate,Connor Betts,Low,Artisan Hanging File Binders,technology,Small Box,Regular Air,2014-02-26,3.65,5.98,2.33,49.0,124.98,3.0,6.82,123.72,1.49,129.59
5471-1,2014-03-28,Dionis Lloyd,"33/4 Barangaroo Avenue,Rosebery",Sydney,NSW,Small Business,Natasha Song,Not Specified,Apex Box Cutter Scissors,office supplies,Wrap Bag,Regular Air,2014-03-28,4.19,10.23,6.04,49.0,225.06,7.0,15.75,209.31,4.68,213.99
5471-1,2014-01-15,Aleksandra Gannaway,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Home Office,Tina Carlton,Medium,Apex Preferred Stainless Steel Scissors,office supplies,Small Pack,Regular Air,2014-01-17,2.5,5.68,3.18,22.0,235.04,2.0,17.25,215.89,3.6,223.97
5471-1,2014-04-03,Alex Grayson,"501 George St,Sydney",Sydney,NSW,Consumer,Samantha Chairs,High,Apex Box Cutter Scissors,office supplies,Wrap Bag,Express Air,2014-04-05,4.19,10.23,6.04,43.0,225.06,3.0,15.75,209.31,4.68,213.99
5472-1,2014-07-04,Mike Gockenbach,"180 High Street,Windsor",Melbourne,VIC,Consumer,Connor Betts,High,Artisan Hanging File Binders,technology,Small Pack,Regular Air,2014-07-06,3.65,5.98,2.33,10.0,222.74,10.0,6.68,216.06,1.49,218.19
5472-1,2013-09-04,Darrin Martin,"221 Barkly St,St Kilda",Melbourne,VIC,Home Office,Yvette Biti,Critical,"Artisan Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",office supplies,Small Box,Regular Air,2013-09-06,1.92,3.26,1.34,41.0,7.4,4.0,2.3,7.22,1.26,14.21
5472-1,2013-09-02,Andrew Allen,"2/797 Botany Rd,Rosebery",Sydney,NSW,Consumer,Samantha Chairs,High,"Artisan Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",office supplies,Small Box,Regular Air,2013-09-03,1.92,3.26,1.34,9.0,43.76,0.0,2.46,42.14,1.86,43.04
5472-1,2013-12-29,Ken Plitt,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,Low,Artisan Hanging File Binders,office supplies,Small Box,Regular Air,2013-12-30,3.65,5.98,2.33,30.0,167.02,9.0,13.16,152.8,1.49,157.25
5473-1,2014-09-13,Christina Vanderzanden,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,Not Specified,Apex Preferred Stainless Steel Scissors,office supplies,Small Box,Regular Air,2014-09-17,2.5,5.68,3.18,8.0,133.44,0.0,5.34,128.1,3.6,130.74
5475-1,2016-04-24,Shahid Collister,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Consumer,Phoebe Gour,Critical,Artisan Hanging File Binders,office supplies,Wrap Bag,Regular Air,2016-04-26,3.65,5.98,2.33,18.0,398.0,6.0,27.86,356.92,1.49,356.44
5476-1,2014-12-10,Bart Watters,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Home Office,Nicholas Fernandes,Medium,Steady Liquid Accent Tank-Style Highlighters,office supplies,Small Box,Express Air,2014-12-11,1.31,2.84,1.53,12.0,47.2,4.0,4.76,45.2,0.93,46.97
5476-1,2014-05-01,Joni Murtas,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Small Business,Connor Betts,High,Artisan 487 Labels,office supplies,Small Pack,Regular Air,2014-05-02,2.29,3.69,1.4,48.0,159.4,2.0,2.59,158.07,0.5,150.57
5476-1,2013-12-23,Brian Dahlen,"1-2/299 Sussex St,Sydney",Sydney,NSW,Consumer,Aanya Zhang,Not Specified,Beekin 105-Key Black Keyboard,office supplies,Small Box,Regular Air,2013-12-25,6.39,19.98,13.59,37.0,451.88,3.0,43.07,450.85,4.0,453.17
5476-1,2013-03-16,Christina Vanderzanden,"188 Pitt Street,Sydney",Sydney,NSW,Home Office,Tina Carlton,Not Specified,Alto Perma 2700 Stacking Storage Drawers,office supplies,Small Box,Regular Air,2013-03-20,8.92,29.74,20.82,42.0,264.6,0.0,9.68,257.56,6.64,251.97
5476-1,2014-12-04,Ed Braxton,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Home Office,Yvette Biti,Not Specified,Alto Perma 2700 Stacking Storage Drawers,office supplies,Wrap Bag,Regular Air,2014-12-05,8.92,29.74,20.82,33.0,265.12,6.0,16.45,265.85,6.64,269.87
5476-1,2013-08-11,Liz Willingham,"60 Commercial Rd,Prahran",Melbourne,VIC,Consumer,Yvette Biti,Medium,Pizazz Colored Pencils,office supplies,Small Box,Regular Air,2013-08-13,1.76,2.94,1.18,32.0,247.26,2.0,2.45,142.56,0.81,143.38
5476-1,2014-12-10,Bart Watters,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Home Office,Nicholas Fernandes,High,"Alto Parchment Paper, Assorted Colors",office supplies,Small Box,Regular Air,2014-12-11,4.59,7.28,2.69,49.0,273.62,0.0,4.77,264.35,11.15,269.77
5477-1,2014-05-02,Vivek Sundaresam,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Small Business,Tina Carlton,Medium,Office Shears by Apex,office supplies,Small Box,Regular Air,2014-05-03,0.94,2.08,1.14,22.0,53.7,7.0,2.69,51.02,2.56,52.65
5477-1,2014-02-22,Grant Thornton,"98 Holdsworth Street,Woollahra",Sydney,NSW,Home Office,Natasha Song,High,Bagged Rubber Bands,office supplies,Small Box,Regular Air,2014-02-23,0.24,1.26,1.02,32.0,467.92,7.0,14.0,451.7,0.7,465.2
5477-1,2014-05-02,Vivek Sundaresam,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Home Office,Tina Carlton,Critical,"OIC Colored Binder Clips, Assorted Sizes",office supplies,Wrap Bag,Regular Air,2014-05-03,2.29,3.58,1.29,20.0,53.7,6.0,2.69,51.02,1.63,52.65
5477-1,2014-05-02,Carlos Meador,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Corporate,Tina Carlton,Critical,"OIC Colored Binder Clips, Assorted Sizes",office supplies,Small Box,Express Air,2014-05-02,2.29,3.58,1.29,23.0,53.7,2.0,2.29,51.02,1.63,52.65
5478-1,2013-06-27,John Lucas,"188 Pitt Street,Sydney",Sydney,NSW,Small Business,Tina Carlton,Medium,Steady Liquid Accent Tank-Style Highlighters,office supplies,Small Box,Regular Air,2013-06-29,1.31,2.84,1.53,48.0,206.3,5.0,2.0,127.1,0.93,128.45
5478-1,2015-07-25,Annie Thurman,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Corporate,Yvette Biti,Not Specified,Steady Liquid Accent Tank-Style Highlighters,office supplies,Wrap Bag,Express Air,2015-07-26,1.31,2.84,1.53,45.0,136.32,10.0,9.52,122.69,0.93,123.62
5478-1,2013-05-24,Charlotte Melton,"211/25-29 Dixon St,Haymarket",Sydney,NSW,Consumer,Preston Senome,High,Artisan Hanging File Binders,technology,Small Pack,Regular Air,2013-05-25,3.65,5.98,2.33,32.0,147.0,8.0,15.52,132.66,1.49,131.04
5479-1,2014-04-04,Jesus Ocampo,"60 Commercial Rd,Prahran",Melbourne,VIC,Corporate,Yvette Biti,Low,Artisan Poly Binder Pockets,office supplies,Small Box,Express Air,2014-04-05,2.26,3.58,1.32,18.0,119.45,2.0,11.74,118.46,5.47,119.59
5479-1,2013-12-11,Bill Stewart,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,Not Specified,Apex Preferred Stainless Steel Scissors,office supplies,Wrap Bag,Regular Air,2013-12-15,2.5,5.68,3.18,15.0,379.62,3.0,33.57,259.65,3.6,250.97
5479-1,2014-05-08,Michelle Moray,"310 Wattle St,Ultimo",Sydney,NSW,Small Business,Aanya Zhang,Not Specified,Artisan Poly Binder Pockets,office supplies,Small Pack,Regular Air,2014-05-12,2.26,3.58,1.32,7.0,89.5,9.0,0.0,89.5,5.47,94.97
5479-1,2015-03-03,Anne McFarland,"834 Bourke St,Waterloo",Sydney,NSW,Small Business,Charlie Bui,Not Specified,Artisan Poly Binder Pockets,office supplies,Wrap Bag,Express Air,2015-03-01,2.26,3.58,1.32,49.0,212.8,8.0,8.26,217.1,5.47,237.09
5479-1,2014-10-20,Tamara Willingham,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Home Office,Phoebe Gour,Not Specified,Artisan Poly Binder Pockets,office supplies,Small Box,Regular Air,2013-10-21,2.26,3.58,1.32,31.0,26.92,5.0,0.75,26.63,5.47,27.62
5479-1,2014-03-27,Brindarte Groys,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Consumer,Nicholas Fernandes,Medium,Artisan Poly Binder Pockets,office supplies,Small Box,Regular Air,2014-03-28,2.26,3.58,1.32,41.0,89.5,1.0,0.0,89.5,5.47,94.97
5479-1,2013-12-08,Gary Hwang,"60 York St,Sydney",Sydney,NSW,Small Business,Charlie Bui,High,Apex Elite Stainless Steel Scissors,office supplies,Small Box,Regular Air,2013-12-15,3.42,8.34,4.92,23.0,205.0,10.0,15.36,209.9,2.64,214.39
5479-1,2013-02-25,Theone Pipen,"188 Pitt Street,Sydney",Sydney,NSW,Small Business,Tina Carlton,High,Artisan Poly Binder Pockets,technology,Small Box,Regular Air,2013-02-26,2.26,3.58,1.32,27.0,136.32,0.0,8.95,122.69,5.47,126.75
5479-1,2013-05-04,Sibella Parks,"180 High Street,Windsor",Melbourne,VIC,Small Business,Connor Betts,Critical,Apex Preferred Stainless Steel Scissors,office supplies,Wrap Bag,Regular Air,2013-05-06,2.5,5.68,3.18,16.0,255.34,1.0,25.97,263.71,3.6,258.94
5479-1,2014-05-06,Tracy Blumstein,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Home Office,Tina Carlton,Not Specified,Artisan Durable Poly Binders,office supplies,Wrap Bag,Regular Air,2014-05-08,3.37,5.53,2.16,17.0,81.45,9.0,6.52,74.93,6.98,75.68
5479-1,2014-09-13,Christina Vanderzanden,"188 Pitt Street,Sydney",Sydney,NSW,Home Office,Tina Carlton,Medium,Apex Straight Scissors,office supplies,Small Box,Regular Air,2014-09-17,5.19,12.98,7.79,2.0,526.8,1.0,5.19,410.05,3.14,414.54
5479-1,2014-05-06,Tracy Blumstein,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Corporate,Tina Carlton,Low,Artisan Hanging File Binders,office supplies,Wrap Bag,Regular Air,2014-05-08,3.65,5.98,2.33,44.0,89.5,0.0,0.0,89.5,1.49,94.97
5479-1,2014-05-15,Eric Barreto,"359 Crown Street,Surry Hills",Sydney,NSW,Corporate,Phoebe Gour,Medium,Artisan Poly Binder Pockets,office supplies,Small Pack,Regular Air,2014-05-16,2.26,3.58,1.32,8.0,89.5,3.0,0.0,89.5,5.47,94.97
5479-2,2014-05-06,Tracy Blumstein,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Corporate,Tina Carlton,Low,"Artisan Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",office supplies,Wrap Bag,Regular Air,2014-05-08,1.92,3.26,1.34,19.0,81.45,0.0,6.52,74.93,1.86,75.68
5479-2,2014-05-06,Tracy Blumstein,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Small Business,Tina Carlton,Low,Assorted Color Push Pins,technology,Small Box,Regular Air,2014-05-08,0.87,1.81,0.94,20.0,81.45,8.0,6.52,74.93,0.75,75.68
5479-2,2014-05-06,Tracy Blumstein,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Home Office,Tina Carlton,Low,Assorted Color Push Pins,office supplies,Small Box,Regular Air,2014-05-08,0.87,1.81,0.94,32.0,81.45,10.0,6.52,74.93,0.75,75.68
5479-2,2014-05-06,Tracy Blumstein,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Corporate,Tina Carlton,Critical,Assorted Color Push Pins,technology,Small Box,Regular Air,2014-05-08,0.87,1.81,0.94,8.0,81.45,5.0,6.52,74.93,0.75,75.68
5479-2,2014-05-06,Tracy Blumstein,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Corporate,Tina Carlton,Medium,Actisan Binder Labels,technology,Large Box,Regular Air,2014-05-08,2.45,3.89,1.44,30.0,81.45,9.0,6.52,74.93,7.01,75.68
5479-2,2014-05-06,Tracy Blumstein,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Small Business,Tina Carlton,High,Assorted Color Push Pins,office supplies,Small Box,Regular Air,2014-05-08,0.87,1.81,0.94,10.0,81.45,6.0,6.52,74.93,0.75,75.68
5480-1,2013-11-03,Jeremy Lonsdale,"163 Concord Road,North Strathfield",Sydney,NSW,Corporate,Charlie Bui,High,Artisan Hanging File Binders,office supplies,Small Pack,Express Air,2013-11-03,3.65,5.98,2.33,11.0,529.64,3.0,26.94,520.69,1.49,61.48
5480-1,2014-07-12,Raymond Book,"Shop 1, 186-190 Church Street,Parramatta;46a Macleay Street,Potts Point",Sydney,NSW,Home Office,Mihael Khan,Medium,Binder Posts,technology,Small Box,Regular Air,2014-07-14,3.5,5.74,2.24,27.0,258.3,5.0,0.0,258.3,5.01,263.31
5480-1,2014-03-25,Perel Freme,"531 King St,Newtown",Sydney,NSW,Corporate,Mihael Khan,Not Specified,Binder Posts,furniture,Small Pack,Regular Air,2014-03-26,3.5,5.74,2.24,7.0,258.3,1.0,0.0,258.3,5.01,263.31
5481-1,2014-06-08,John Lee,"180 High Street,Windsor",Melbourne,VIC,Small Business,Connor Betts,Not Specified,TechSavi Internet Navigator Keyboard,office supplies,Wrap Bag,Express Air,2014-06-10,6.51,30.98,24.47,31.0,743.81,1.0,7.45,747.47,6.5,837.87
5481-1,2014-11-18,Jamie Kunitz,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Corporate,Phoebe Gour,Not Specified,Smiths Colored Interoffice Envelopes,office supplies,Wrap Bag,Regular Air,2014-11-20,19.83,30.98,11.15,18.0,479.6,4.0,18.86,472.7,19.51,485.76
5481-1,2014-08-07,John Lucas,"188 Pitt Street,Sydney",Sydney,NSW,Small Business,Tina Carlton,Low,Artisan 474 Labels,office supplies,Wrap Bag,Regular Air,2014-08-09,1.84,2.88,1.04,47.0,88.06,7.0,1.76,86.3,0.99,88.34
5481-1,2014-02-25,Gary Hwang,"60 York St,Sydney",Sydney,NSW,Home Office,Charlie Bui,Medium,Binder Posts,technology,Small Box,Regular Air,2014-02-27,3.5,5.74,2.24,33.0,220.44,1.0,6.61,213.83,5.01,214.33
5481-1,2015-03-22,Tom Ashbrook,"Westfield Sydney,Sydney",Sydney,NSW,Small Business,Natasha Song,High,Alto Perma 2700 Stacking Storage Drawers,technology,Small Box,Express Air,2015-03-23,8.92,29.74,20.82,29.0,219.54,3.0,21.95,219.57,6.64,231.69
5484-1,2014-02-28,Lena Radford,"4A Lyons St,Strathfield",Sydney,NSW,Home Office,Tina Carlton,Low,Alto Perma 2700 Stacking Storage Drawers,office supplies,Small Box,Regular Air,2014-03-01,8.92,29.74,20.82,50.0,504.7,9.0,5.0,495.7,6.64,500.0
5485-1,2014-03-12,Justin Ellison,"163 Concord Road,North Strathfield",Sydney,NSW,Home Office,Charlie Bui,Low,Economy Binders,office supplies,Small Box,Regular Air,2014-03-26,1.33,2.08,0.75,12.0,83.2,4.0,0.0,83.2,1.49,84.69
5485-1,2013-10-04,Eric Barreto,"359 Crown Street,Surry Hills",Sydney,NSW,Small Business,Phoebe Gour,Critical,Alto Perma 3000 Stacking Storage Drawers,office supplies,Wrap Bag,Regular Air,2013-10-04,8.92,29.74,20.82,17.0,924.21,2.0,7.34,811.08,6.64,821.68
5485-1,2013-10-28,Paul Prost,"120 Hardware St,Melbourne",Melbourne,VIC,Corporate,Yvette Biti,Critical,Wirebound Voice Message Log Book,office supplies,Wrap Bag,Regular Air,2013-10-29,2.9,4.76,1.86,36.0,76.6,0.0,7.43,74.33,0.88,73.62
5485-1,2014-02-15,Yana Sorensen,"53-55 Liverpool St,Sydney",Sydney,NSW,Corporate,Tina Carlton,Low,Economy Binders,office supplies,Wrap Bag,Regular Air,2014-02-20,1.33,2.08,0.75,4.0,84.2,9.0,0.0,83.2,1.49,84.69
5485-1,2014-06-05,Pester Thompr,"60 Commercial Rd,Prahran",Melbourne,VIC,Corporate,Yvette Biti,Not Specified,"Alto Parchment Paper, Assorted Colors",office supplies,Wrap Bag,Express Air,2014-06-07,4.59,7.28,2.69,11.0,526.38,0.0,52.93,512.39,11.15,529.69
5486-1,2013-02-22,Toby Swindell,"61 York St,Sydney",Sydney,NSW,Home Office,Leighton Forrest,High,Artisan Legal 4-Ring Binder,technology,Jumbo Drum,Delivery Truck,2013-02-23,13.64,20.98,7.34,6.0,723.84,8.0,50.67,673.17,1.49,663.37
5487-1,2014-02-24,Chad McGuire,"81 MacLeay St,Potts Point",Sydney,NSW,Small Business,Samantha Chairs,Not Specified,Artisan Printable Repositionable Plastic Tabs,office supplies,Small Box,Regular Air,2014-02-25,5.33,8.6,3.27,36.0,41.96,10.0,0.42,41.54,6.19,43.34
5487-1,2014-07-27,Philip Brown,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Corporate,Yvette Biti,Critical,Binder Clips by OIC,office supplies,Small Box,Regular Air,2014-07-29,0.93,1.48,0.55,36.0,41.44,5.0,1.56,39.78,0.7,40.48
5490-1,2013-06-24,Paul Lucas,"8 Quay Street,Haymarket",Sydney,NSW,Corporate,Leighton Forrest,Critical,Smiths Standard Envelopes,office supplies,Small Pack,Regular Air,2013-06-25,3.52,5.68,2.16,35.0,135.0,2.0,12.15,122.85,1.39,130.63
5491-1,2013-12-05,Trudy Brown,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,High,Apex Straight Scissors,office supplies,Small Box,Regular Air,2013-12-07,5.19,12.98,7.79,24.0,300.24,7.0,2.0,209.51,3.14,294.24
5491-1,2013-09-14,Jasper Cacioppo,"260 Marrickville Rd,Marrickville",Sydney,NSW,Corporate,Nicholas Fernandes,Critical,Apex Straight Scissors,office supplies,Small Box,Regular Air,2013-09-17,5.19,12.98,7.79,30.0,333.65,8.0,32.37,325.15,3.14,326.19
5491-1,2014-10-02,Ritsa Hightower,"1/160 Anzac Parade,Kensington",Sydney,NSW,Consumer,Natasha Song,Medium,TechSavi Access Keyboard,office supplies,Small Box,Express Air,2014-10-04,10.07,15.98,5.91,43.0,589.34,10.0,30.47,590.45,4.0,593.34
5491-1,2014-02-13,Steve Nguyen,"61 York St,Sydney",Sydney,NSW,Small Business,Leighton Forrest,Not Specified,Artisan 487 Labels,technology,Small Box,Express Air,2014-02-13,2.29,3.69,1.4,38.0,119.6,0.0,10.34,115.2,0.5,116.09
5491-1,2014-05-13,Jennifer Patt,"523 King St,Newtown",Sydney,NSW,Consumer,Aanya Zhang,High,Alto 3-Hole Punch,office supplies,Wrap Bag,Regular Air,2014-05-14,2.76,4.38,1.62,43.0,127.02,3.0,10.16,116.86,6.21,123.07
5491-1,2015-03-29,Mike Kennedy,"99 Lygon Street,East Brunswick",Melbourne,VIC,Home Office,Connor Betts,Low,Artisan Hanging File Binders,technology,Small Box,Regular Air,2015-04-01,3.65,5.98,2.33,31.0,136.32,0.0,7.55,125.76,1.49,122.07
5491-1,2013-12-16,Henry Goldwyn,"541 Church St,Richmond",Melbourne,VIC,Home Office,Yvette Biti,High,Apex Preferred Stainless Steel Scissors,office supplies,Wrap Bag,Regular Air,2013-12-19,2.5,5.68,3.18,16.0,126.74,10.0,12.28,125.12,3.6,126.73
5491-1,2014-03-12,Matt Collister,"99 Glebe Point Rd,Glebe",Sydney,NSW,Home Office,Natasha Song,Critical,Artisan Hanging File Binders,office supplies,Wrap Bag,Regular Air,2014-03-13,3.65,5.98,2.33,33.0,127.02,3.0,10.16,116.86,1.49,123.07
5492-1,2014-04-06,Steve Chapman,"1/50-58 Hunter St,Sydney",Sydney,NSW,Consumer,Preston Senome,Low,Artisan 487 Labels,technology,Jumbo Drum,Delivery Truck,2014-04-11,2.29,3.69,1.4,34.0,46.2,2.0,1.62,42.34,0.5,43.24
5493-1,2014-07-04,Mike Gockenbach,"180 High Street,Windsor",Melbourne,VIC,Home Office,Connor Betts,Low,TechSavi Access Keyboard,technology,Small Box,Express Air,2014-07-06,10.07,15.98,5.91,46.0,220.44,10.0,6.61,213.83,4.0,215.33
